name,descriptionAr,descriptionEn,image,categoryId,price,discountedPrice,handle
Gerovital Must Have Eye Contour Serum ,"تفاصيل المنتج

يقلل بشكل كبير من الهالات السوداء والأكياس تحت العينين. يناسب المصل أي نوع من أنواع البشرة، ويُنصح به للأشخاص الذين يعانون من الهالات السوداء أو الأكياس تحت العينين أو للعناية بالبشرة التي تفتقر إلى الثبات. فهو يحسن نسيج الجلد وله آثار اشراق.

تم تصميم مصل Gerovital Must Have - Eye Contour Serum لاستعادة جمال وإشراق المنطقة الحساسة حول العينين. إن ارتباط المكونات النقية يمنع ويحسن ظهور المظهر الباهت وتطور الالتهاب والهالات السوداء وانخفاض المرونة واللون.

يحفز الكافيين دوران الأوعية الدقيقة وله تأثيرات قوية مضادة للأكسدة، ويخفف الهالات السوداء والانتفاخات تحت العينين، ويقلل من التهاب واحمرار الجلد. المكونات الأخرى تحفز إنتاج الكولاجين، مما يجعل الجلد مشدودًا ويقوي وظيفة حاجز الجلد ويستعيد قدرة الجلد على الاحتفاظ بالمياه.

الدوائر المتناقصة
انخفاض الالتهاب
تحسين المرونة
بشرة مشدودة
بشرة متجددة
مفحوصه من قبل اطباءالجلديه
كيف تستعمل:

يوصى باستخدامه باستمرار في الصباح والمساء، خاصة في المنطقة الحساسة حول العينين، مع التدليك بلطف حتى يتم امتصاصه.

يمكن تطبيقه على جميع أنحاء الجلد لتنشيط التأثيرات وإضفاء مظهر شاب ومشرق.

الإجراء: مكافحة الهالات السوداء، العناية بالبشرة

العمر: 20+

البشرة: مناسب لجميع أنواع البشرة

الاستخدام: العناية الصباحية، العناية المسائية","Product details

Massively reduces dark circles and the bags under the eyes. Suitable for any skin type, the serum is indicated for people with dark circles or bags under the eyes or for skin care that lacks firmness. It improves the skin texture and has brightening effects.

The Gerovital Must Have - Eye Contour Serum is designed to restore the beauty and radiance of the delicate area around the eyes. The association of pure ingredients prevents and improves the installation of a dull appearance, the development of inflammation, dark circles, the decrease of elasticity and tone.

Caffeine stimulates microcirculation and has strong antioxidant effects, relieves dark circles and bags under the eyes, reduces inflammation and redness of the skin. Other ingredients stimulate collagen production, making the skin firmer and strengthening the skin's barrier function and restoring the skin's ability to retain water.

Diminished circles
Reduced inflammation
Improved elasticity
Firmer skin
Revitalised complexion
Dermatologically tested
How to use:

Recommended to be constantly used in the morning and evening, especially in the delicate area around the eyes, gently massaging until absorbed.

It can be applied all over the skin, for revitalising effects and rendering the young and bright appearance.

Action: Anti-dark circles, Skin care

Age: 20+

Skin: Suited for all skin types

Use: Morning Care, Evening Care",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Must-Have-Eye-Contour-Serum.png?alt=media&token=dc17c1aa-6a7f-4e3c-b6ec-02c865fd0b86,2,36,28.8,Gerovital-Must-Have-Eye-Contour-Serum
Gerovital Must Have Moisturizing Cream peptides ,"تفاصيل المنتج

Gerovital Must Have Moisturizing Cream SPF 15 هو كريم للوجه للصيانة اليومية. تساعد المبادئ النشطة المرتبطة به على زيادة مستوى الترطيب في الطبقات العميقة من الجلد وفي طبقاته الخارجية. إنه موجه للأشخاص الذين يعانون من جفاف الجلد، ويفتقرون إلى الصلابة، ويحتاجون إلى حماية من الأشعة فوق البنفسجية.

لون طبيعي. الترطيب، وشد البشرة. يدعم الكريم عمليات إنتاج الطاقة في البشرة، بما في ذلك عملية التمثيل الغذائي الخلوي بشكل ضمني.

ترطيب مكثف
تحسين الحزم
كريم واقي من الشمس
مفحوصه من قبل اطباءالجلديه
تشتمل التركيبة المعقدة على مكونات ذات أصل بحري تزود البشرة بالعناصر الغذائية والأحماض الأمينية اللازمة للحفاظ على ثبات البشرة.

يزود مستخلص العسل الخلايا بالمواد المرطبة والسكريات التي تستخدمها الخلايا كدعم للطاقة لجميع العمليات الأيضية.

الإجراء: الثبات/ الترطيب/ الحماية من أشعة الشمس

كيفية الاستخدام: يوصى باستخدامه يوميًا في الصباح للترطيب والحماية من الأشعة فوق البنفسجية وتوحيد لون البشرة.

العمر: 20+

نوع البشرة: مناسب لجميع أنواع البشرة","Product details

Gerovital Must Have Moisturising Cream SPF 15 is a face cream for daily maintenance. The associated active principles help to increase the level of hydration both in the deep layers of the skin and in its outer layers. It is aimed at people with dehydrated skin, lacking firmness, that needs UV protection.

Natural tint. Hydration, skin firmness. The cream supports the skin's energy production processes, implicitly cellular metabolism as a whole.

Intense hydration
Firmness improvement
Sunscreen
Dermatologically tested
Complex formula includes ingredients of marine origin that provide the skin with the nutrients and amino acids necessary to maintain skin firmness.

Honey extract provides the cells with both moisturising substances and sugars used by the cells as energy support for all metabolic processes.

Action: Firmness/ Hydration / Sun protection

How to use: Recommended to be used daily, in the morning, for hydration, protection against UV radiation and uniformity of skin colour.

Age: 20+

Skin type: Suitable for all skin types",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Must-Have-Moisturizing-Cream-peptides.png?alt=media&token=c45f7b05-a256-4e7d-9322-051a2bf424a6,2,36,28.8,Gerovital-Must-Have-Moisturizing-Cream-peptides
Gerovital Must Have Moisturizing Serum Niacinamide ,"تفاصيل المنتج

فهو يصحح البقع/العيوب والندبات وعلامات حب الشباب، ويعمل كمرطب عالي الكفاءة لبشرتك.

المصل هو منتج متعدد الاستخدامات للعناية بالبشرة، وله فوائد متعددة للبشرة الشابة والناضجة. يمنح التركيز العالي للمكونات المصل مجموعة واسعة من الفوائد التجميلية:

تأثير الترطيب
تأثير مضاد للتجاعيد
الحماية المضادة للالتهابات
تقليل العيوب والمسام
تنظيم إفراز الزهم
تعمل مكوناته على تثبيت وظيفة الحاجز للبشرة، مما يقلل من فقدان الماء عبر البشرة ويحسن محتوى الماء في ""الطبقة القرنية"". كما أنها تساهم في موازنة العملية الالتهابية بشكل فعال، مع زيادة رطوبة الجلد.

يعمل الكريم على تطبيع نشاط الغدد الدهنية وينظم إفراز الزهم ويحسن مظهر وراحة البشرة الدهنية والمعرضة لحب الشباب.

تقليل العيوب
تناقص المسام
ترطيب فوري
تحسين مظهر الجلد
بشرة مشرقة وناعمة
مفحوصه من قبل اطباءالجلديه
طريقة الاستخدام: استخدمي المنتج دون دمجه مع سيروم آخر. يوصى باستخدام المنتج قبل وضع الكريم.

ضعيه على الوجه والرقبة والصدر في الصباح وفي المساء.

قم باختبار مدى تحمل المنتج على منطقة صغيرة من الجلد، في حالة عدم الراحة يوصى بالتوقف عن استخدام المنتج.

العمل: مضاد للهالات السوداء / البشرة الملطخة / ترطيب / ترطيب

العمر: 20+

الاستخدام: الرعاية النهارية / الرعاية الليلية

نوع البشرة: جميع أنواع البشرة (بما في ذلك بشرة حب الشباب)","Product details

It corrects spots/blemishes, scars and acne marks, acting as a highly efficient moisturiser for your skin.

The serum is a versatile skincare product, with multiple benefits for both young and mature skin. The high concentration of ingredients give the serum a wide spectrum of cosmetic benefits:

moisturising effect
anti-wrinkle effect
anti-inflammatory protection
reduction of blemishes and pores
regulation of sebum secretion
Its ingredients stabilise the barrier function of the epidermis, reducing trans-epidermal water loss and improving the water content of the 'stratum corneum'. They also contribute to effectively balancing the inflammatory process, while increasing the skin moisture.

The cream normalises the activity of the sebaceous glands, regulates sebum secretion and improves the appearance and comfort of oily and acne-prone skin.

Reduced imperfections
Diminished pores
Immediate hydration
Improved skin appearance
Bright and smooth complexion
Dermatologically tested
How to use: Use the product without combining it with other serum. It is recommended to use the product before applying the cream.

Apply on the face, neck, cleavage, in the morning and in the evening.

Test the tolerance to the product on a small area of the skin, in case of discomfort it is recommended to stop using the product.

Action: Anti dark circles / Blemished skin / Hydrating / Moisturising

Age: 20+

Use: Day care / Night care

Skin type: All skin types (incl. acne skin)",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Must-Have-Moisturizing-Serum-Niacinamide.png?alt=media&token=025c56c6-422b-48e9-82d3-68846250cdf2,2,36,28.8,Gerovital-Must-Have-Moisturizing-Serum-Niacinamide
Gerovital Must Have Peeling Serum AHA ,"يعمل مصل جيروفيتال على تقشير البشرة وتقليل العيوب المرئية مما يعطي توهجًا طبيعيًا فريدًا لبشرتك. يضمن مركب AHA تقشيرًا لطيفًا وتجديدًا عميقًا للبشرة إلى السطح وترطيبًا فعالاً. يوصى باستخدام المصل للعناية بالبشرة التي تعاني من البقع الظاهرة أو الآثار التي خلفها حب الشباب أو إذا كان الجلد باهتًا ويفتقر إلى اللمعان.

تقشير لطيف
تجديد مكثف للبشرة
ترطيب فعال
تأثير مضاد للأكسدة
زيادة سطوع البشرة
مفحوصه من قبل اطباءالجلديه
يضمن مصل Gerovital Must Have Peeling Serum تقشيرًا لطيفًا وتجديد الجلد من العمق إلى السطح وترطيبًا فعالاً. يوصى باستخدام المصل للتقشير المسبق المرتبط بعلاج إزالة التصبغ، ولكن أيضًا للتقشير الأسبوعي، مما يزيد من درجة الترطيب ويزيد من تأثير أي منتج تجميلي.

يعمل فيتامين C الموجود في شكل مستقر بشكل خاص على استعادة حاجز الحماية الطبيعي للبشرة، ويحسن المظهر العام، ويقلل الخطوط الدقيقة والتجاعيد، وله تأثير مضاد للالتهابات ومضاد للأكسدة.

يوصى باستخدام المصل للتقشير المسبق المرتبط بإزالة التصبغ والعلاجات، ولكن أيضًا للتقشير الأسبوعي، مما يزيد من مستوى الرطوبة ويزيد من تأثير أي منتج تجميلي.

طريقة الاستخدام: يجب أن يتم التقشير مرة واحدة في الأسبوع. ضعي 3-4 قطرات في راحة اليد ثم ضعيها عن طريق التدليك الخفيف حتى يتم امتصاصها بالكامل، مع تجنب منطقة محيط العين. لا ارتفاع المطلوبة. بعد علاج التقشير وإزالة التصبغ، ضعي كريمًا وقائيًا مهدئًا. أثناء علاج التقشير، تجنب التعرض لأشعة الشمس، واستخدم كريمًا يحتوي على عامل حماية عالي من الأشعة فوق البنفسجية. يجب أن يتم العلاج في موسم مشمس أقل. قم باختبار مدى تحمل المنتج على منطقة صغيرة من الجلد، في حالة عدم الراحة يوصى بالتوقف عن استخدام المنتج.

الإجراء: ترطيب/تجديد

العمر: 20+

البشرة: مناسب لجميع أنواع البشرة

الاستخدام: أسبوعي","This Gerovital Serum exfoliates the skin, reduces visible blemishes giving an unique, natural glow to your skin. The AHA complex ensures a gentle exfoliation, a deep regeneration of the skin to the surface, an effective hydration. The Serum is recommended for the care of skin with visible spots, traces left by acne or if the skin is dull, lacks shine.

Gentle exfoliation
Intense skin regeneration
Effective hydration
Antioxidant effect
Increase skin brightness
Dermatologically tested
Gerovital Must Have Peeling Serum ensures gentle exfoliation, regeneration of the skin from the depth to the surface, effective hydration. The serum is recommended for prior exfoliation associated with depigmentation treatment, but also for weekly exfoliations, which increase the degree of hydration and maximise the effects of any cosmetic product.

Vitamin C present in a particularly stable form restores the the skin’s natural protective barrier, improves the overall appearance, reduces fine lines and wrinkles, has an anti-inflammatory and antioxidant effect.

The serum is recommended for pre-exfoliation associated with depigmentation, treatments, but also for weekly exfoliation, which increases the moisture level and maximises the effects of any cosmetic product.

How to use: Peeling has to be done once a week. Drip in the palm 3-4 drops and apply by light massage until completely absorbed, avoiding the eye contour area. No rising required. After a peeling and depigmentation treatment, apply a soothing protective cream. During a peeling treatment, avoid sun exposure, use a cream with a high UV protection factor. The treatment should be done in less sunny season. Test the tolerance to the product on a small area of the skin, in case of discomfort it is recommended to stop using the product.

Action: Hydrating / Regenerating

Age: 20+

Skin: Suitable for all skin types

Use: Weekly",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Must-Have-Peeling-Serum-AHA.png?alt=media&token=5d14c437-43ba-4b8b-b482-c0b0179431fe,2,36,28.8,Gerovital-Must-Have-Peeling-Serum-AHA
Gerovital Must Have Sorbet-Cream Booster Hydration ,"تفاصيل المنتج

بفضل تركيبته ""الشربات""، المناسبة للشابات وجميع أنواع البشرة، يقدم هذا الكريم المذهل فوائد ترطيب فورية، والتي تحدد مظهر البشرة الشابة والمشرقة.

تضمن مكوناته الرئيسية التكوين الفوري لطبقة ترطيب غير انسدادية على سطح الجلد، مما يعمي الماء ويمنع تبخر الماء من داخل الأدمة، مع وجود تأثيرات مضادة للالتهابات طويلة الأمد.

يعمل على ترطيب البشرة وتفتيحها، ويقلل الخطوط الدقيقة ويحسن مستوى الترطيب بشكل ملحوظ، من خلال زيادة احتياطيات الماء في طبقات الجلد العميقة واستعادة الحاجز الواقي الطبيعي. يتم تطبيع العملية الفسيولوجية للتقشير، وتحسين الخطوط الدقيقة والتخفيف الدقيق للبشرة.

يحفز الكريم تخليق الكولاجين وينعش لون البشرة ومرونتها ويقلل التجاعيد ويحسن نسيج البشرة ويعطي إشراقة أنيقة.

الإجراء: مضاد للتجاعيد / مرطب

العمر: 20+

الاستخدام: العناية النهارية / العناية الليلية

البشرة: جميع أنواع البشرة

كيفية الاستخدام: استخدميه يوميًا، في الصباح وفي المساء، بعد التنظيف. يمكن أن يكون الكريم قاعدة مكياج ممتازة.","Product details

With its ‘’sorbet’’ structure, suitable for young women and all skin types, this amazing cream offers immediate hydrating benefits, which outline a young and bright skin appearance.

Its main ingredients ensure the immediate formation of a non-occlusive moisturising film on the skin surface, which blinds water and prevents the evaporation of water from inside the dermis, while having long lasting anti-inflammatory effects.

It moisturises and brightens the skin, reduces fine lines and significantly improves the moisturising level, by increasing the water reserves in the deep skin layers and restoring the natural protective barrier. The physiological process of flaking is normalised, fine lines and skin micro relief are improved.

The cream stimulates collagen synthesis, revives skin tone and elasticity, reduces wrinkles, improves skin texture and gives an elegant radiance.

Action: Anti-wrinkle / Hydrating

Age: 20+

Use: Day Care / Night care

Skin: All skin types

How to use: Use daily, in the morning and in the evening, after cleansing. The cream can be an excellent makeup base.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Must-Have-Sorbet-Cream-Booster-Hydration.png?alt=media&token=20c68d8c-df04-4b49-9206-1fdeb49bcbf3,2,36,28.8,Gerovital-Must-Have-Sorbet-Cream-Booster-Hydration
Gerovital Plant Anti-Wrinkle Concelear Cream ,كريم خافي عيوب مضاد للتجاعيد والهالات السوداء تحت العينين,"Powerful active principles like Aescin, Centerox, Sepilift and Vitamin C encapsulated in ceramide-containing liposomes fades the appearance of the dark circles caused by the poor drainage or the accumulation of the metabolites,...",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Plant-Anti-Wrinkle-Concelear-Cream.png?alt=media&token=cf490d84-cb01-424d-b5d2-ada947470253,2,15,12,Gerovital-Plant-Anti-Wrinkle-Concelear-Cream
Gerovital Plant Anti-wrinkle Day Night Cream ,كريم فعال مضاد للتجاعيد والشيخوخة الضوئية,"Microbiome Protect SPF 15 Anti-Wrinkle Anti-Wrinkle Cream is designed to care for normal or dry skin, providing protection against photo-aging skin processes. 
 
 91% natural ingredients
 Anti-wrinkle and multi protective effect
 Clinically proven results:
 Sepilift DPHP, a natural source of hydroxyproline, initiates and supports the synthesis of collagen and elastin fibers. This anti-wrinkle action corrects fine lines and wrinkles. The skin becomes more toned, more elastic, increasing its supporting function.
 Liposomal vitamin C acts synergistically with Sepilift DPHP to produce collagen fibers. Due to its strong antioxidant effect, it acts synergistically with Vitamin A to protect existing protein fibers and new ones formed against oxidative stress.
 Poliplant Microbiom Protect Complex, consisting of standardized Brusture root extract, extracts from Chestnut seeds, forest thorn rhizomes, vine leaves, and witch hazel leaves, restores the balance of the skin microbiome, respecting its unique identity and its major function of protecting the skin. As such, the skin is healthier, less reactive, more capable of regeneration.
 The remaining 9% of the ingredients ensure the achievement of SPF and good preservation of the formula.
 Apply daily on the face, neck, then massage gently until completely absorbed into the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Plant-Anti-wrinkle-Day-Night-Cream.png?alt=media&token=aee49107-2f38-4188-83d8-f66ee762652d,2,25,20,Gerovital-Plant-Anti-wrinkle-Day-Night-Cream
Gerovital Plant Cc Cream ,"كريم للتحكم في لون البشرة، يمنح البشرة مظهرًا طبيعيًا
 في تركيبة واحدة من خلال الجمع بين المكونات النشـــطة
 القوية والأصباغ الطبيعية","The Gerovital Plant â€œColor Controlâ€ Cream gives the complexion a natural look, having a formula that combines effective active ingredients with natural pigments.
 
 The CC Cream offers multiple benefits: reduces the appearance of skin imperfections, mattifies and smoothes the skin texture, protects the skin against the aggression of external agents.
 Key Ingredients:
 Poliplant Microbiom Protect Complex
 Benefits: 
 
 Normal skin
 Medium tone, mattifying effect
 With Poliplant Microbiom Protect Complex
 94% Natural origin ingredients
  
 
 Product Details: 
 
 The Poliplant Microbiom Protect Complex prevents microbial imbalances on the skin surface and improves the barrier function for a harmoniously balanced complexion.
 Upon application, skin is left healthier, less reactive, and better able to regenerate.
  
  
 Usage:
  Apply in a uniform layer on the face, neck, and dÃ©colletage. For greater coverage, apply an additional layer.
 DERMATOLOGICALLY TESTED.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Plant-Cc-Cream.png?alt=media&token=d40f4b1c-1f5a-4ca0-84fa-9c5c6e953578,4,17.5,14,Gerovital-Plant-Cc-Cream
Gerovital Plant Cleansing Fluid ,غسول منظف يزيل المكياج والشوائب بسهولة من سطح البشرة.,"Easily removes make-up and impurities from the skin's surface.
 96% natural origin ingredients
 Face and Eyes
 Leaves Balanced, Perfectly Clean Skin. Normal and Combination Skin. Face and Eyes. Dermatologically Tested.
 With Poliplant Microbiom Protect Complex.
 96% Natural Origin Ingredients.
 Age 25+. Daily Care, Morning and Evening. 
 Directions for use
 Apply morning and night to the face, neck, and chest, gently massaging to emulsify the impurities, then remove with a cotton pad.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Plant-Cleansing-Fluid.png?alt=media&token=40872f74-af60-4adb-add8-c1e3365c1861,2,15,12,Gerovital-Plant-Cleansing-Fluid
Gerovital Plant Micellar Water ,غسول منظف للبشرة يزيل المكياج والدهون والشوائب الأخرى.,"Gently cleanses the face, eyes, and lips. The micelles remove the make-up, sebum, and other impurities.
 
 Key Ingredients:
 Poliplant Microbiom Protect Complex
 Equibiom
 Benefits: 
 
 Normal and mixt skin
 Face, eyes, and lips
 With Poliplant Microbiom Protect Complex
 96% Natural origin ingredients
 
 Product Details: 
 
 The Burdock root extract from Equibiom prevents microbial imbalance, leaving skin more comfortable and less reactive.
 The Poliplant Microbiom Protect Complex stimulates micro-circulation and cleanses the complexion.
  
 Usage:
  Apply with a cotton pad, morning and evening to the face, neck, and dÃ©colletage, to remove the make-up and impurities.
 DERMATOLOGICALLY TESTED",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Plant-Micellar-Water.png?alt=media&token=e22e2c78-e42c-4cc6-a65d-05b1e0a66b2b,2,14,11.2,Gerovital-Plant-Micellar-Water
Gerovital Plant Moisturizing Cream ,كريم فعال يرطب ويجدد البشرة,"Poliplant Microbiom Protect moisturizer is specially designed to maintain an optimal level of hydration for normal and combination skin. It is applied daily to increase oxygen consumption in cells, improve hydration and reduce allergic reactions.
 
 96% natural ingredients
 Oxygen booster
 Clinically proven results:
 ""Increases the level of long-term hydration on the skin with a maximum value of 106.22% *
 * Assessment by instrumented measurements, after 28 days""
 
  
 
 Olive oil and Aquaxyl, along with the structure of the cream, rich in natural ingredients, restore the skin's barrier function by helping to reduce transepidermal water loss and increase water reserves in the dermis and epidermis.
 Poliplant Microbiom Protect complex restores the balance of the skin microbiome, respecting its unique identity and its major function of protecting the skin. 
 Sepitonic M3, a complex of minerals essential for cellular metabolism, revitalizes cells and increases oxygen consumption in them. 
 The remaining 4% of the ingredients ensure good preservation of the formula.
 
 It is used daily, in the morning, on the face, neck, and dÃ©colletÃ©.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Plant-Moisturizing-Cream.png?alt=media&token=037c2d00-9ddb-4333-8399-39ad1e5e58ca,2,25,20,Gerovital-Plant-Moisturizing-Cream
Gerovital Stop-Acne Antimicrobial Foaming-Gel ,غسول لطيف وفعال للوجه لا يسبب جفاف البشرة,"Ensures gentle and effective washing of the face without drying the skin. Removes impurities and excess sebum. 
 
 The main problem with the appearance of imperfections is the inability of the skin to breathe normally: the pores are clogged and the sebum secreted by the glands remains under the first layers of skin.
 Acne can be non- inflammatory, when the bacterial component is not involved, characterized by the appearance of open comedones (blackheads) or closed (whiteheads) and inflammatory, when the bacterial component is also involved, characterized by the appearance of papules, pustules, nodules and cysts.
 
 The Gerovital Stop Acne range is developed as a complete range for oily, acne-prone skin issues, with complementary products that must be used according to a treatment scheme. The order of use steps is suggested by the numbers on the product label.
 
 By exfoliating effect, natural salicylic acid from willow bark extract (willow) helps to cleanse and release pores. 
 Soft vitamin E capsules provide the nutrients needed for healthy skin without irritating or aggressing acne-prone skin
 
 It is used regularly in the morning and in the evening. Apply a small amount on damp face, avoiding the eye and mouth area. Massage gently until frothy, then remove with plenty of water.
 
  It is used regularly in the morning and in the evening. Apply a small amount on damp face, avoiding the eye and mouth area. Massage gently until frothy, then remove with plenty of water.
 
  It is used regularly in the morning and in the evening. Apply a small amount on damp face, avoiding the eye and mouth area. Massage gently until frothy, then remove with plenty of water.
 
  It is used regularly in the morning and in the evening. Apply a small amount on damp face, avoiding the eye and mouth area. Massage gently until frothy, then remove with plenty of water.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Stop-Acne-Antimicrobial-Foaming-Gel.png?alt=media&token=80e22a3c-b999-4d8d-be38-4176d8385c6f,2,15,12,Gerovital-Stop-Acne-Antimicrobial-Foaming-Gel
Gerovital Stop-Acne Mattifying CC Cream ,"كريم متعدد الوظائف يجمع بين خصائص الماكياج
 والعناية بالبشرة الدهنية.","This CC moisturizer is the third and final step of the Gerovital Stop Acne skin care regimen.
 Effectively covers blemishes and uneven skin tone, leaving a perfect luminous matte finish.
  SebarylÂ® - is a biotechnological and botanical complex with strong sebum regulating efficacy. It has mattifying and anti-irritant effect, improves the structure and comfort of the oily skin.
 Silica Silyate provides the mattifying effect.
  
 Usage: Apply in points, in several zones of the face: start blending it on and around the nose and move to the other areas, cheeks, forehead, chin and neck.
 Use gentle, circular motions until the product is completely blended.
 For best results, use after cleaning the skin with the Purifying Foaming Gel",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Stop-Acne-Mattifying-CC-Cream.png?alt=media&token=8eaad206-4fa0-472e-8894-007285843abf,4,17.5,14,Gerovital-Stop-Acne-Mattifying-CC-Cream
Gerovital Stop-Acne Purifying Fluid ,غسول منقي للاستخدام اليومي، منظف لحب الشباب,"Purifying fluid provides protection for acne-prone or acne-prone skin against the proliferation of microorganisms and the onset of the inflammatory process, against excess sebum, dehydration, and against the persistence of post-acne pigment spots. 
 
 
 Skin cleansing effect up to 80% * . 10 minutes after application, in vivo clinical trial *.
 
 No parabens. Demonstrated efficacy under dermatological control.
 SynactinÂ® AC is a complex active ingredient, with a 5 in 1 type action, because it acts on all the factors involved in acne. It has effects in reducing inflammation, reducing microbial activity, including Propionibacterium Acnes, and reducing post-inflammatory hyperpigmentation. Helps regulate the keratinization process and restore the barrier function of the skin, by reducing sebum secretion and anti-inflammatory effect.
 Niacinamide is a valuable asset, with multiple benefits for acne skin: it intervenes in regulating sebum secretion, in depigmenting post-acne spots, has anti-inflammatory, decongestant effects, and strengthens the skin's barrier function by stimulating the synthesis of sphingolipids, precursors of ceramides.
 Potassium glycyrrhizinate inhibits the enzyme responsible for converting cortisol to cortisone, being a powerful anti-inflammatory.
 Lactic acid and sodium lactate are components of MFN - the skin's natural moisturizing factor, being responsible for maintaining an optimal level of hydration of the stratum corneum of the epidermis. It also provides protection against the proliferation of microorganisms involved in acne by supporting the acidic mantle of the skin and accelerates the process of removing post-acne hyperpigmentation.
 
 It is used either in the treatment for more severe cases or individually, in milder cases, both curatively and for preventive purposes. Apply in the morning and evening, avoiding the eye area, after cleansing the skin with the Purifying Foaming Gel.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Stop-Acne-Purifying-Fluid.png?alt=media&token=e26bdf1f-025a-40f6-9639-c7b78bf1c6d1,2,14,11.2,Gerovital-Stop-Acne-Purifying-Fluid
Gerovital Stop-Acne Purifying Peel-Off Mask ,قناع تقشير منقي للبشرة للبشرة الدهنية,"Ac.netâ„¢ - is an active ingredient which offers a holistic approach for the treatment of oily or acne-prone skin. It prevents the proliferation of micro-organisms and regulates sebum secretion. Ac.netâ„¢ is safe and effective for all ages.
 Green Tea Extract is rich in antioxidants, has good anti-inflammatory and soothing effects, prevents irritation and stimulates skin microcirculation, maintaining its tone and youthful appearance.
 Benefits: 
 
 The elastic film removes dead cells and other impurities and helps unclogging pores.
 Weekly-care formula.
 Usage: Apply on perfectly clean face and neck, in a uniform layer of medium thickness. Avoid your eye area, brows, and hairline. Leave it for about 12-15 minutes. After drying, remove the film starting from chin to forehead.
 Use once a week.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Stop-Acne-Purifying-Peel-Off-Mask.png?alt=media&token=c92a65a7-f450-477b-b1fb-d511d183006c,2,15,12,Gerovital-Stop-Acne-Purifying-Peel-Off-Mask
Gerovital Stop-Acne Sebum Control Cream ,كريم العناية اليومية للبشرة الدهنية والمختلطة,"It is a cream for seborrheic, combination, and acne-prone skin, for shiny and irritated skin. It has a light and pleasant structure, non-sticky, with fast absorption, which reduces excess sebum and restores the skin's feeling of comfort. The skin becomes clean and matte.
 
 The main problem with the appearance of imperfections is the inability of the skin to breathe normally: the pores are clogged and the sebum secreted by the glands remains under the first layers of skin.
 Acne can be non-inflammatory when the bacterial component is not involved, characterized by the appearance of open comedones (blackheads) or closed (whiteheads), and inflammatory, when the bacterial component is also involved, characterized by the appearance of papules, pustules, nodules, and cysts.
 
 The Gerovital Stop Acne range is developed as a complete range for oily, acne-prone skin issues, with complementary products that must be used according to a treatment scheme. The order of use steps is suggested by the numbers on the product label.
 
 Contains Sebaryl, a natural astringent that has a mattifying and anti-irritant effect.
 
 It is used daily, morning and evening, after pre-cleansing the skin with the Purifying Foaming Gel.
 Apply on the face and massage gently until completely absorbed into the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Stop-Acne-Sebum-Control-Cream.png?alt=media&token=7b834031-6b53-4762-b743-d76b639f4520,2,15.25,12.2,Gerovital-Stop-Acne-Sebum-Control-Cream
